slug,status,source,path,bytes,title,year,doi,arxiv
RemfXx7ebP,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/RemfXx7ebP.pdf,5267316,RDesign: Hierarchical Data-efficient Representation Learning for Tertiary Structure-based RNA Design,2024,,
BKXvPDekud,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/BKXvPDekud.pdf,6685800,CellPLM: Pre-training of Cell Language Model Beyond Single Cells,2024,,
oMLQB4EZE1,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/oMLQB4EZE1.pdf,409202,DNABERT-2: Efficient Foundation Model and Benchmark For Multi-Species Genomes,2024,,
P15CHILQlg,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/P15CHILQlg.pdf,2063815,Learning Energy Decompositions for Partial Inference in GFlowNets,2024,,
9W6KaAcYlr,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/9W6KaAcYlr.pdf,1730049,Most discriminative stimuli for functional cell type clustering,2024,,
vBw8JGBJWj,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/vBw8JGBJWj.pdf,3736850,Encoding Unitig-level Assembly Graphs with Heterophilous Constraints for Metagenomic Contigs Binning,2024,,
6MRm3G4NiU,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/6MRm3G4NiU.pdf,4933295,SaProt: Protein Language Modeling with Structure-aware Vocabulary,2024,,
jJCeMiwHdH,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/jJCeMiwHdH.pdf,1752416,BioBridge: Bridging Biomedical Foundation Models via Knowledge Graphs,2024,,
gFR4QwK53h,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/gFR4QwK53h.pdf,1889717,Gene Regulatory Network Inference in the Presence of Dropouts: a Causal View,2024,,
WwmtcGr4lP,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/WwmtcGr4lP.pdf,1532068,GANDALF: Generative AttentioN based Data Augmentation and predictive modeLing Framework for personalized cancer treatment,2025,,
NkGDNM8LB0,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/NkGDNM8LB0.pdf,9593594,Hyperbolic Genome Embeddings,2025,,
FUaDMRVrbS,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/FUaDMRVrbS.pdf,2511941,Identifiability for Gaussian Processes with Holomorphic Kernels,2025,,
hwnObmOTrV,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/hwnObmOTrV.pdf,8527704,Modeling Complex System Dynamics with Flow Matching Across Time and Conditions,2025,,
Mfnh1Sqdwf,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/Mfnh1Sqdwf.pdf,897984,Learning to Discover Regulatory Elements for Gene Expression Prediction,2025,,
DpLFmc09pC,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/DpLFmc09pC.pdf,1064084,DEPfold: RNA Secondary Structure Prediction as Dependency Parsing.,2025,,
iAmR7FfMmq,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/iAmR7FfMmq.pdf,3147396,Improving Graph Neural Networks by Learning Continuous Edge Directions,2025,,
DTatjJTDl1,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/DTatjJTDl1.pdf,8309218,Trivialized Momentum Facilitates Diffusion Generative Modeling on Lie Groups,2025,,
hjROBHstZ3,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/hjROBHstZ3.pdf,4241066,Causal Representation Learning from Multimodal Biomedical Observations,2025,,
dsHpulHpOK,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/dsHpulHpOK.pdf,1757521,Reinforcement Learning for Control of Non-Markovian Cellular Population Dynamics,2025,,
FEZOLWexPb,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/FEZOLWexPb.pdf,2143646,MAESTRO: Masked Encoding Set Transformer with Self-Distillation,2025,,
FBhKUXK7od,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/FBhKUXK7od.pdf,604650,Fast unsupervised ground metric learning with tree-Wasserstein distance,2025,,
3Fgylj4uqL,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/3Fgylj4uqL.pdf,9943943,Interpretable Causal Representation Learning for Biological Data in the Pathway Space,2025,,
jlzNb1iWs3,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/jlzNb1iWs3.pdf,39392448,The OMG dataset: An Open MetaGenomic corpus for mixed-modality genomic language modeling,2025,,
E1m5yGMOiV,ok,openreview,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/E1m5yGMOiV.pdf,14722253,KinPFN: Bayesian Approximation of RNA Folding Kinetics using Prior-Data Fitted Networks,2025,,
QaTBHSqmH9,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/QaTBHSqmH9.pdf,4694322,Size-Generalizable RNA Structure Evaluation by Exploring Hierarchical Geometries,2025,,
C45YqeBDUM,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/C45YqeBDUM.pdf,1617672,The KoLMogorov Test: Compression by Code Generation,2025,,
IjbXZdugdj,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/IjbXZdugdj.pdf,11118415,"Bio-xLSTM: Generative modeling, representation and in-context learning of biological and chemical sequences",2025,,
HAwZGLcye3,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/HAwZGLcye3.pdf,3691713,BioDiscoveryAgent: An AI Agent for Designing Genetic Perturbation Experiments,2025,,
lvw3UgeVxS,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/lvw3UgeVxS.pdf,2854362,gRNAde: Geometric Deep Learning for 3D RNA inverse design,2025,,
PSiijdQjNU,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/PSiijdQjNU.pdf,11980886,Steering Protein Family Design through Profile Bayesian Flow,2025,,
nYjAzwor9R,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/nYjAzwor9R.pdf,2351310,Tree-Wasserstein Distance for High Dimensional Data with a Latent Feature Hierarchy,2025,,
ja4rpheN2n,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/ja4rpheN2n.pdf,3378322,GeSubNet: Gene Interaction Inference for Disease Subtype Network Generation,2025,,
FXw0okNcOb,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/FXw0okNcOb.pdf,2746288,Discrete Copula Diffusion,2025,,
21rSeWJHPF,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/21rSeWJHPF.pdf,5444384,Balanced Ranking with Relative Centrality: A multi-core periphery perspective,2025,,
uQnvYP7yX9,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/uQnvYP7yX9.pdf,2168551,ReNovo: Retrieval-Based \emph{De Novo} Mass Spectrometry Peptide Sequencing,2025,,
G328D1xt4W,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/G328D1xt4W.pdf,4988611,Fine-Tuning Discrete Diffusion Models via Reward Optimization with Applications to DNA and Protein Design,2025,,
bcTjW5kS4W,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/bcTjW5kS4W.pdf,9423632,NetFormer: An interpretable model for recovering dynamical connectivity in neuronal population dynamics,2025,,
HsHxSN23rM,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/HsHxSN23rM.pdf,2003830,STAR: Synthesis of Tailored Architectures,2025,,
UvPdpa4LuV,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/UvPdpa4LuV.pdf,2732647,Protein Language Model Fitness is a Matter of Preference,2025,,
XsgHl54yO7,ok,openreview,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/XsgHl54yO7.pdf,8272999,Unlocking Guidance for Discrete State-Space Diffusion and Flow Models,2025,,
3MnMGLctKb,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/3MnMGLctKb.pdf,28043668,Multi-Modal and Multi-Attribute Generation of Single Cells with CFGen,2025,,
9SYczU3Qgm,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/9SYczU3Qgm.pdf,5399103,Meta Flow Matching: Integrating Vector Fields on the Wasserstein Manifold,2025,,
BbZy8nI1si,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/BbZy8nI1si.pdf,936522,Learning Molecular Representation in a Cell,2025,,
noUF58SMra,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/noUF58SMra.pdf,3508326,MeToken: Uniform Micro-environment Token Boosts Post-Translational Modification Prediction,2025,,
1iuaxjssVp,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/1iuaxjssVp.pdf,11207567,Fast Uncovering of Protein Sequence Diversity from Structure,2025,,
5WEpbilssv,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/5WEpbilssv.pdf,807215,Contextualizing biological perturbation experiments through language,2025,,
MMHqnUOnl0,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/MMHqnUOnl0.pdf,3139192,HELM: Hierarchical Encoding for mRNA Language Modeling,2025,,
gQlxd3Mtru,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/gQlxd3Mtru.pdf,15775395,Learning stochastic dynamics from snapshots through regularized unbalanced optimal transport,2025,,
aX7X9z3vQS,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/aX7X9z3vQS.pdf,33769499,Recovering Manifold Structure Using Ollivier Ricci Curvature,2025,,
TUKt7ag0qq,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/TUKt7ag0qq.pdf,14230426,Metalic: Meta-Learning In-Context with Protein Language Models,2025,,
Tqdsruwyac,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/Tqdsruwyac.pdf,5972261,Estimation of single-cell and tissue perturbation effect in spatial transcriptomics via Spatial Causal Disentanglement,2025,,
hWmwL9gizZ,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/hWmwL9gizZ.pdf,4980480,Immunogenicity Prediction with Dual Attention Enables Vaccine Target Selection,2025,,
B07dLVWLyD,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/B07dLVWLyD.pdf,3083796,Revisiting Convolution Architecture in the Realm of DNA Foundation Models,2025,,
xByvdb3DCm,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/xByvdb3DCm.pdf,3469910,When Selection Meets Intervention: Additional Complexities in Causal Discovery,2025,,
F4IMiNhim1,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/F4IMiNhim1.pdf,1493692,Regulatory DNA Sequence Design with Reinforcement Learning,2025,,
9htTvHkUhh,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/9htTvHkUhh.pdf,9270101,Beyond Sequence: Impact of Geometric Context for RNA Property Prediction,2025,,
jE5ZbtMtcU,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/jE5ZbtMtcU.pdf,6278682,BLEND: Behavior-guided Neural Population Dynamics Modeling via Privileged Knowledge Distillation,2025,,
vFanHFE4Qv,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/vFanHFE4Qv.pdf,4227258,Neuron Platonic Intrinsic Representation From Dynamics Using Contrastive Learning,2025,,
KXrgDM3mVD,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/KXrgDM3mVD.pdf,3904607,Distilling Structural Representations into Protein Sequence Models,2025,,
Y7xCdFuFw7,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/Y7xCdFuFw7.pdf,603667,HeurekaBench: A Benchmarking Framework for AI Co-scientist,2026,,
lK82jpa8jr,ok,openreview,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/lK82jpa8jr.pdf,10612565,HEIST: A Graph Foundation Model for Spatial Transcriptomics and Proteomics Data,2026,,
cpc63YrVWN,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/cpc63YrVWN.pdf,7892537,A Joint Diffusion Model with Pre-Trained Priors for RNA Sequence-Structure Co-Design,2026,,
4nOZBufbLC,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/4nOZBufbLC.pdf,6669468,Count Bridges enable Modeling and Deconvolving Transcriptomic Data,2026,,
1taAXRcm21,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/1taAXRcm21.pdf,1151412,"A Unification of Discrete, Gaussian, and Simplicial Diffusion",2026,,
NFffW9tBmC,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/NFffW9tBmC.pdf,13548149,Iterative Distillation for Reward-Guided Fine-Tuning of Diffusion Models in Biomolecular Design,2026,,
5ubZyHPhnK,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/5ubZyHPhnK.pdf,346956,An evolutionary perspective on modes of learning in Transformers,2026,,
hhq89Hs7T3,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/hhq89Hs7T3.pdf,12659218,VCWorld: A Biological World Model for Virtual Cell Simulation,2026,,
quxeCxJwKm,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/quxeCxJwKm.pdf,2096793,A Diffusion Model to Shrink Proteins While Maintaining Their Function,2026,,
mtdyZsa47V,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/mtdyZsa47V.pdf,2827249,Ultra-Fast Language Generation via Discrete Diffusion Divergence Instruct,2026,,
5RcoUe1tA1,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/5RcoUe1tA1.pdf,1890802,SC-Arena: A Natural Language Benchmark for Single-Cell Reasoning with Knowledge-Augmented Evaluation,2026,,
4ptHfbHG3D,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/4ptHfbHG3D.pdf,12929193,Multi-state Protein Sequence Design with DynamicMPNN,2026,,
jrFJWpDZvq,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/jrFJWpDZvq.pdf,1195472,DeepSADR: Deep Transfer Learning with Subsequence Interaction and Adaptive Readout for Cancer Drug Response Prediction,2026,,
8wQ7Oc08vo,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/8wQ7Oc08vo.pdf,3917242,A New Paradigm for Genome-wide DNA Methylation Prediction Without Methylation Input,2026,,
qsthLLlCtl,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/qsthLLlCtl.pdf,1388815,PRISM: Enhancing PRotein Inverse Folding through Fine- Grained Retrieval on Structure-Sequence Multimodal Representations,2026,,
I43IOiimO6,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/I43IOiimO6.pdf,49302055,CARL: Preserving Causal Structure in Representation Learning,2026,,
zxlbh55PhC,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/zxlbh55PhC.pdf,5472623,Clustering by Denoising: Latent plug-and-play diffusion for single-cell embeddings,2026,,
oa7L4vcJ77,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/oa7L4vcJ77.pdf,11877003,Fast Estimation of Wasserstein Distances via Regression on Sliced Wasserstein Distances,2026,,
qOyF214xmg,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/qOyF214xmg.pdf,3371375,Transducing Language Models,2026,,
UoYdZQIZWj,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/UoYdZQIZWj.pdf,355613,KGOT: Unified Knowledge Graph and Optimal Transport Pseudo-Labeling for Molecule-Protein Interaction Prediction,2026,,
h9b5h69v3p,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/h9b5h69v3p.pdf,617621,Discrete Diffusion Trajectory Alignment via Stepwise Decomposition,2026,,
AFZeojzjoG,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/AFZeojzjoG.pdf,1023141,PatchDNA: A Flexible and Biologically-Informed Alternative to Tokenization for DNA,2026,,
l7QEoK4uDP,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/l7QEoK4uDP.pdf,33641427,SAVE: A Generalizable Framework for Multi-Condition Single-Cell Generation with Gene Block Attention,2026,,
lDyS4Qg5Ww,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/lDyS4Qg5Ww.pdf,4391647,RIDER: 3D RNA Inverse Design with Reinforcement Learning-Guided Diffusion,2026,,
vaflHrZhlY,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/vaflHrZhlY.pdf,7157856,AutoDV: An End-to-End Deep Learning Model for High-Dimensional Data Visualization,2026,,
Hk4Fb6kaYF,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/Hk4Fb6kaYF.pdf,5189503,CDBridge: A Cross-omics Post-training Bridge Strategy for Context-aware Biological Modeling,2026,,
OwLl8Xi6JG,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/OwLl8Xi6JG.pdf,9942654,A Resolution-Agnostic Geometric Transformer for Chromosome Modeling Using Inertial Frame,2026,,
1YHF7B8Yjk,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/1YHF7B8Yjk.pdf,13231716,Generalised Flow Maps for Few-Step Generative Modelling on Riemannian Manifolds,2026,,
qclNnbjxNJ,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/qclNnbjxNJ.pdf,3780851,Characterization and Learning of Causal Graphs with Latent Confounders and Post-treatment Selection from Interventional Data,2026,,
NjgaeXNit3,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/NjgaeXNit3.pdf,14056242,Divide and Abstract: Autoformalization via Decomposition and Abstraction Learning,2026,,
lAlI5FuIf7,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/lAlI5FuIf7.pdf,8694287,Planner Aware Path Learning in Diffusion Language Models Training,2026,,
ogMTEtHO6M,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/ogMTEtHO6M.pdf,727510,Self-Speculative Masked Diffusions,2026,,
I4meJN28Ol,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/I4meJN28Ol.pdf,6022624,CellDuality: Unlocking Biological Reasoning in LLMs with Self-Supervised RLVR,2026,,
AJls43yje7,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/AJls43yje7.pdf,15601600,Multi-Marginal Flow Matching with Adversarially Learnt Interpolants,2026,,
CF3kJrAwmV,ok,openreview,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/CF3kJrAwmV.pdf,1310211,BioBO: Biology-informed Bayesian Optimization for Perturbation Design,2026,,
UIxHaAqFqQ,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/UIxHaAqFqQ.pdf,7847603,LLM DNA: Tracing Model Evolution via Functional Representations,2026,,
DzSNH5APPl,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/DzSNH5APPl.pdf,8481761,Learning Explicit Single-Cell Dynamics Using ODE Representations,2026,,
BsA2GNkJhz,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/BsA2GNkJhz.pdf,33732389,CellAgent: LLM-Driven Multi-Agent Framework  for Natural Language-Based Single-Cell Analysis,2026,,
4UY1NHG5Ge,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/4UY1NHG5Ge.pdf,1103509,Tokenization to Transfer: Do Genomic Foundation Models Learn Good Representations?,2026,,
Y0zPlHDO5p,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/Y0zPlHDO5p.pdf,2669914,AntigenLM: Structure-Aware DNA Language Modeling for Influenza,2026,,
C5OIolrNJd,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/C5OIolrNJd.pdf,3155039,GeneBreaker: Jailbreak Attacks against DNA Language Models with Pathogenicity Guidance,2026,,
m826DekCpp,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/m826DekCpp.pdf,612277,Property-Driven Protein Inverse Folding with Multi-Objective Preference Alignment,2026,,
m18MXVdrV9,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/m18MXVdrV9.pdf,1248796,Information Estimation with Discrete Diffusion,2026,,
rvpDHfoTd2,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/rvpDHfoTd2.pdf,1192845,Doloris: Dual Conditional Diffusion Implicit Bridges with Sparsity Masking Strategy for Unpaired Single-Cell Perturbation Estimation,2026,,
1nqu7bK1mm,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/1nqu7bK1mm.pdf,6512020,WFR-FM: Simulation-Free Dynamic Unbalanced Optimal Transport,2026,,
QSGanMEcUV,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/QSGanMEcUV.pdf,1749928,scDFM: Distributional Flow Matching Model for Robust Single-Cell Perturbation Prediction,2026,,
wwPSfcf5Pj,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/wwPSfcf5Pj.pdf,1017390,Extending Sequence Length is Not All You Need: Effective Integration of Multimodal Signals for Gene Expression Prediction,2026,,
m38vyzeoO0,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/m38vyzeoO0.pdf,974969,Inheriting Generalizable Knowledge from LLMs to Diverse Vertical Tasks,2026,,
G9UhQEZHjY,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/G9UhQEZHjY.pdf,1436392,NC-Bench and NCfold: A Benchmark and Closed-Loop Framework for RNA Non-Canonical Base-Pair Prediction,2026,,
NNnkLi1ALt,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/NNnkLi1ALt.pdf,1076137,Intrinsic Lorentz Neural Network,2026,,
EWt5wsEdvc,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/EWt5wsEdvc.pdf,4983816,Cell2Sentence: Teaching Large Language Models the Language of Biology,2024,,
dWxb80a0TW,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/dWxb80a0TW.pdf,4792759,Generalist Equivariant Transformer Towards 3D Molecular Interaction Learning,2024,,
mk3A5IUdn8,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/mk3A5IUdn8.pdf,765451,Caduceus: Bi-Directional Equivariant Long-Range DNA Sequence Modeling,2024,,
2dlmcTXfcY,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/2dlmcTXfcY.pdf,747176,Kernel-Based Evaluation of Conditional Biological Sequence Models,2024,,
ATvN9JnqZ8,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/ATvN9JnqZ8.pdf,3443185,Generative Enzyme Design Guided by Functionally Important Sites and Small-Molecule Substrates,2024,,
MikandLqtW,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/MikandLqtW.pdf,783619,Knowledge-aware Reinforced Language Models for Protein Directed Evolution,2024,,
qE4nkfyMYl,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/qE4nkfyMYl.pdf,7995771,Estimating Unknown Population Sizes Using the Hypergeometric Distribution,2024,,
y5L8W0KRUX,ok,s2_openaccess,/work/mech-ai-scratch/tirtho/RecusrsiveQFormer/lit_pipeline/pdfs/y5L8W0KRUX.pdf,3227222,Evolution-Inspired Loss Functions for Protein Representation Learning,2024,,
